cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cluster_idx
88,448,483,75,215,33,274,587,289,395,23
152,191,367,185,66,94,67,611,105,254,19
415,149,385,33,442,23,272,485,252,179,32
30,532,415,53,31,83,351,450,51,151,96
349,496,390,174,221,105,272,120,28,281,68
141,574,293,70,11,25,47,30,248,26,45
56,149,198,33,442,23,547,485,252,78,32
22,195,178,11,273,45,49,626,173,212,21
201,58,0,59,395,42,409,372,279,356,90
152,191,367,185,66,72,67,611,105,385,19
383,58,0,59,395,42,12,372,47,356,90
64,90,330,10,144,11,235,453,164,246,3
141,574,293,70,388,25,47,30,212,26,45
191,421,521,70,319,30,83,387,182,124,4
424,387,500,12,487,72,187,580,146,219,91
51,465,115,167,257,107,400,449,30,96,18
56,149,414,33,408,23,547,485,252,179,32
111,496,390,174,221,105,272,587,28,246,68
144,774,420,157,177,88,524,513,33,336,48
276,466,212,198,241,13,250,389,16,157,84
84,609,153,209,168,87,156,49,227,225,0
38,559,548,203,49,115,178,411,230,244,89
331,759,471,15,311,34,20,136,146,50,76
284,492,243,205,243,23,513,300,28,177,40
213,612,269,0,170,33,308,163,175,20,38
322,387,500,12,21,72,187,580,146,313,91
38,56,548,189,49,115,178,411,174,244,89
430,560,474,22,449,101,487,218,75,146,77
168,648,2,112,182,94,47,571,178,20,97
30,532,415,53,31,83,351,450,259,151,96
438,750,109,252,224,73,425,251,142,337,35
91,773,391,138,355,41,419,64,60,355,61
141,481,219,121,395,78,424,165,75,187,26
122,66,122,202,491,38,235,333,221,193,63
141,705,219,121,395,78,424,165,75,103,26
191,753,488,7,344,24,258,393,137,47,28
9,603,209,133,418,64,145,574,72,390,71
190,412,341,166,322,90,394,245,219,123,82
141,574,293,70,388,25,47,33,122,26,45
370,299,28,117,373,98,253,91,237,76,46
39,321,353,191,483,54,3,490,133,100,33
416,432,392,41,264,48,487,149,12,286,39
88,448,483,185,62,33,274,204,289,395,23
407,240,495,202,283,35,322,192,217,73,65
282,342,67,199,132,106,545,111,155,212,7
56,149,385,47,442,23,547,485,252,103,32
198,82,114,112,385,28,459,531,183,69,80
261,331,480,179,272,18,37,629,116,56,87
349,631,390,174,221,105,272,120,28,246,68
331,801,471,15,311,7,20,219,146,50,76
314,247,208,138,310,24,202,303,156,257,79
299,351,495,66,377,83,512,320,266,306,75
56,149,392,33,442,12,547,485,252,179,32
404,377,355,64,18,86,243,10,139,233,24
294,160,468,190,145,100,490,503,136,172,52
41,231,42,225,112,80,241,537,97,149,37
39,321,353,191,152,54,365,490,133,302,33
351,775,290,143,39,83,269,95,142,29,64
284,492,546,205,243,23,513,300,52,177,40
389,624,80,29,276,8,363,39,119,32,73
122,592,122,185,491,38,390,333,221,193,63
141,245,293,70,388,25,15,30,122,26,45
294,533,468,190,145,100,63,503,136,172,52
28,481,17,36,115,0,76,509,59,94,56
191,421,521,3,319,30,83,387,182,124,4
173,138,100,189,494,44,308,210,174,31,10
75,813,233,153,380,52,229,345,136,200,67
436,92,46,140,316,78,460,634,257,113,31
140,247,208,138,310,68,202,167,156,257,79
18,351,495,81,377,83,512,320,266,69,75
38,559,548,189,49,115,178,411,230,277,89
64,90,330,10,337,11,235,453,164,301,3
9,603,209,133,375,64,145,574,72,390,71
370,444,164,53,64,92,266,355,86,306,17
3,101,141,18,195,0,330,214,224,183,14
389,237,78,124,386,84,119,110,152,369,27
155,482,37,24,462,46,239,143,271,312,55
276,466,212,110,241,13,250,389,282,157,84
291,156,68,6,403,35,195,414,9,31,70
407,240,495,202,283,35,424,192,217,17,65
276,466,212,105,294,13,250,389,16,157,84
155,482,37,24,393,46,239,143,78,312,55
284,492,546,205,243,43,513,300,232,177,40
157,156,68,6,332,35,195,414,9,31,70
24,516,398,11,410,105,564,537,83,122,16
47,771,184,38,482,33,440,438,2,279,44
84,609,153,209,199,87,326,580,227,225,0
75,753,488,7,344,24,258,393,137,239,28
383,58,0,59,53,70,409,372,279,356,90
430,232,474,117,449,101,487,554,75,146,77
438,750,109,252,224,31,425,251,157,337,35
144,774,420,14,202,88,524,513,57,336,48
195,197,372,190,90,102,222,317,114,389,94
282,342,67,70,319,84,545,111,155,85,7
116,247,208,138,310,68,202,323,156,257,79
30,842,123,37,426,49,34,604,148,223,58
451,801,471,15,311,7,20,136,146,370,76
359,495,288,21,219,114,147,351,219,80,50
224,195,178,76,273,45,49,626,123,212,21
328,747,66,213,481,44,391,377,62,223,12
166,771,191,38,482,33,440,453,278,279,44
155,402,37,24,419,46,239,143,271,312,55
152,191,5,185,66,94,67,611,105,385,19
24,516,398,11,480,88,37,7,83,122,16
172,603,209,133,418,64,145,574,72,390,71
10,657,170,137,335,11,41,329,184,250,42
75,753,488,7,322,24,258,393,137,47,28
370,45,164,53,64,92,449,355,86,306,17
64,90,330,10,200,11,235,453,164,246,3
414,392,402,36,80,16,528,274,167,148,95
389,382,78,124,251,84,119,110,152,369,27
328,492,80,189,394,34,283,533,81,377,98
82,642,424,12,359,16,468,256,275,98,86
213,612,269,90,170,33,462,163,175,20,38
283,465,303,29,268,65,494,430,259,253,83
369,482,244,169,134,38,389,284,1,226,92
370,444,164,53,64,92,208,238,86,306,17
407,240,495,202,283,35,424,119,217,73,65
291,156,68,205,296,35,195,414,9,31,70
383,58,0,59,395,42,409,372,279,252,90
404,419,355,64,18,86,243,10,139,249,24
370,444,191,113,64,92,464,355,86,306,17
51,187,115,28,257,107,400,449,296,96,18
349,707,522,82,216,111,101,557,237,123,34
404,377,355,64,18,86,157,10,139,267,24
359,342,67,199,319,106,545,111,155,85,7
228,411,474,22,449,101,487,554,75,146,77
406,143,55,119,82,69,273,64,33,170,51
322,387,500,12,487,72,106,580,146,313,91
389,27,525,228,209,42,275,445,285,343,74
430,232,474,22,153,91,487,554,75,146,77
265,465,115,28,257,107,400,449,131,96,18
51,465,115,28,257,107,400,449,70,406,18
141,481,219,121,395,76,424,165,75,103,26
398,90,330,10,337,11,235,453,227,246,3
30,842,418,37,426,49,34,604,219,316,58
60,411,58,193,51,57,462,336,106,232,62
299,357,353,191,152,54,333,490,133,100,33
166,771,191,38,482,33,440,207,2,303,44
406,143,214,93,82,69,273,64,33,316,51
322,387,574,28,487,72,187,580,146,313,91
9,603,209,133,418,64,145,574,72,390,71
59,364,450,249,112,46,274,85,189,413,41
24,516,398,11,116,105,564,7,83,122,16
213,612,279,90,170,33,308,163,175,20,38
294,349,468,190,145,100,63,271,136,172,52
195,197,372,190,90,102,222,317,233,243,94
122,66,122,202,348,38,390,333,201,193,63
220,258,491,49,172,90,339,291,26,201,72
30,842,123,140,322,49,34,604,219,316,58
308,321,353,191,152,54,333,490,133,100,33
261,202,480,179,272,18,37,582,116,56,87
30,532,222,53,31,14,351,450,55,151,96
276,466,212,230,241,13,250,389,99,157,84
331,801,471,57,311,7,20,209,146,50,76
84,609,153,38,199,87,397,580,227,225,0
73,641,471,15,311,7,20,136,146,50,76
349,707,522,213,216,111,101,557,237,123,34
322,387,500,12,487,5,187,580,32,313,91
56,149,385,33,442,23,547,485,236,179,32
365,36,274,131,214,10,560,115,167,366,6
140,247,208,138,310,68,202,653,129,257,79
59,364,450,249,112,73,274,85,164,134,41
30,842,123,37,426,49,34,521,219,316,58
299,351,495,201,377,83,512,320,266,337,75
60,411,578,193,51,57,462,336,227,232,62
51,465,115,68,271,107,400,449,30,96,18
416,432,392,140,264,70,487,149,12,286,39
75,753,488,7,344,24,258,393,137,126,28
226,110,265,188,45,87,140,180,154,213,59
283,465,303,64,268,65,494,430,223,253,83
371,483,421,63,495,71,414,499,73,111,99
168,392,405,36,80,16,528,274,167,148,95
122,66,4,202,491,85,390,333,221,193,63
150,388,416,104,93,115,361,377,135,154,5
331,801,471,118,311,7,20,136,146,50,76
39,321,353,191,167,54,333,490,133,159,33
331,801,471,15,311,7,20,136,45,50,76
213,612,269,90,170,106,308,286,175,20,38
370,444,164,152,64,92,464,355,86,306,17
416,432,101,140,264,48,2,149,12,286,39
166,771,191,171,71,33,440,438,2,279,44
75,753,377,7,344,24,258,393,288,47,28
60,411,17,193,51,57,575,336,227,232,62
349,707,522,16,19,111,101,557,237,123,34
370,444,164,53,64,92,464,355,86,417,17
383,640,0,59,395,42,439,372,279,356,90
59,404,450,249,112,73,274,85,189,134,41
383,58,0,59,395,42,559,372,279,288,90
322,496,390,85,221,105,272,120,28,246,68
60,411,17,193,51,57,462,491,227,232,62
349,213,390,174,221,105,272,120,28,246,68
91,117,391,138,355,41,419,64,60,147,61
84,609,342,209,199,87,19,580,227,225,0
291,156,68,115,296,35,195,414,9,31,70
82,642,424,12,337,34,468,256,275,55,86
75,585,488,7,344,24,258,393,137,47,28
41,231,42,225,124,80,241,72,97,238,37
276,466,212,230,241,77,250,389,16,157,84
30,532,415,53,31,83,351,450,55,114,96
446,171,480,252,3,7,551,550,190,91,85
416,432,392,140,264,48,487,149,12,178,39
30,532,415,53,31,83,95,450,237,151,96
371,483,421,105,495,9,414,499,73,111,99
316,559,63,6,27,16,525,92,293,60,30
140,247,208,138,310,78,202,303,156,257,79
331,666,471,15,311,7,20,136,146,50,76
4,195,178,11,273,45,49,344,123,212,21
406,143,55,93,82,69,273,630,33,8,51
84,609,153,209,199,87,156,580,221,225,0
299,351,495,18,377,83,512,48,266,69,75
215,448,483,75,62,33,274,204,289,395,23
446,171,480,252,88,43,551,550,190,293,85
127,483,421,98,495,71,414,499,73,111,99
30,842,584,80,426,49,34,604,219,316,58
168,392,537,36,80,16,33,274,167,148,95
253,710,209,136,409,13,469,480,284,359,53
331,801,209,15,311,7,20,136,296,50,76
331,801,471,15,311,113,20,136,146,50,76
416,659,392,140,264,48,487,149,12,286,39
24,516,522,11,480,105,564,7,162,122,16
316,559,63,6,27,51,525,92,293,409,30
155,482,37,24,462,46,239,143,23,312,55
197,392,537,36,80,16,528,274,167,148,95
351,775,290,143,0,83,269,517,142,260,64
351,775,290,143,312,83,269,517,142,29,64
428,568,31,121,284,37,484,69,57,276,43
338,330,323,239,324,67,290,582,121,151,57
371,483,421,98,381,71,414,499,73,111,99
270,686,236,243,423,84,13,130,96,7,8
142,388,416,104,93,115,361,115,41,154,5
328,747,66,213,481,31,391,377,62,223,12
24,516,398,11,480,105,80,625,83,122,16
28,169,17,181,115,0,76,509,59,304,56
64,90,330,10,337,19,235,453,164,246,3
331,801,471,15,311,7,20,136,153,50,76
438,750,109,252,224,73,425,251,157,84,35
404,377,355,64,18,86,243,10,139,267,24
60,411,17,105,51,57,462,336,227,232,62
209,170,390,174,221,105,272,120,28,246,68
351,80,546,205,243,23,513,300,28,177,40
141,735,293,70,388,25,47,30,198,26,45
41,778,483,75,62,33,274,204,289,395,23
56,149,385,33,442,61,547,273,252,179,32
383,58,0,141,196,42,409,372,279,356,90
291,156,299,6,296,35,195,414,9,31,70
79,778,522,197,33,40,113,532,240,287,60
30,842,123,37,426,49,34,604,47,316,58
30,596,415,53,31,83,351,450,55,151,96
168,648,2,112,178,94,404,571,178,325,97
389,27,525,228,209,42,263,445,63,343,74
224,195,178,202,273,45,49,626,123,212,21
150,388,416,104,93,115,361,377,168,154,5
141,574,293,165,388,25,47,150,122,26,45
59,364,450,249,112,67,274,85,189,134,41
54,258,491,49,172,114,339,291,26,201,72
75,753,488,7,344,24,258,393,193,47,28
328,469,80,189,394,34,283,332,95,377,98
322,387,249,18,487,72,187,580,146,313,91
449,89,546,205,243,23,513,300,28,177,40
99,750,109,252,224,73,425,251,157,337,35
291,156,68,6,202,35,195,414,250,31,70
389,39,80,29,276,6,363,138,119,32,73
190,412,341,166,322,24,394,245,23,113,82
41,231,42,225,128,80,241,537,97,238,37
122,66,270,202,491,38,390,333,221,193,63
349,496,390,174,224,105,272,120,28,246,68
212,516,398,11,480,105,564,531,83,122,16
371,483,421,98,495,71,482,499,175,111,99
140,247,208,138,310,68,202,303,156,69,79
28,115,265,181,79,0,76,509,59,94,56
185,564,320,84,29,69,5,466,190,237,20
299,351,495,8,377,83,512,320,92,69,75
282,342,212,199,15,106,545,111,155,85,7
88,448,483,77,62,33,274,228,289,395,23
224,195,306,11,273,45,203,626,123,212,21
274,189,389,118,33,6,576,492,155,420,13
438,750,109,252,453,73,425,251,157,416,35
168,392,537,36,80,94,528,274,167,148,95
119,136,543,177,78,56,198,449,259,21,29
416,432,392,203,264,48,487,149,83,286,39
41,231,42,225,124,80,241,475,97,238,37
51,465,115,28,475,107,400,449,44,96,18
349,707,522,222,216,111,101,557,237,271,34
28,115,291,181,115,0,76,509,59,94,56
56,399,385,104,442,23,547,485,252,179,32
75,753,488,7,344,24,258,134,137,47,28
191,421,521,3,319,30,310,387,182,124,4
152,191,367,185,66,94,505,611,230,385,19
43,197,372,190,90,102,222,317,233,403,94
389,799,78,124,386,84,119,110,152,177,27
191,421,521,3,319,36,83,387,182,124,4
22,548,412,46,77,66,162,173,283,262,25
294,349,468,190,145,14,63,503,136,172,52
88,448,483,75,235,33,92,204,289,395,23
297,574,293,70,388,25,47,508,122,26,45
383,58,0,59,395,42,409,372,260,273,90
82,642,424,12,364,16,468,256,275,98,86
450,465,303,29,268,65,494,430,3,253,83
364,532,415,53,31,83,351,450,55,151,96
3,101,141,18,400,0,330,214,77,312,14
416,432,431,140,264,48,487,149,12,286,39
59,364,132,249,112,73,274,85,189,196,41
294,349,468,182,145,100,63,503,136,172,52
41,231,42,225,124,80,241,85,97,238,37
430,232,474,22,433,101,487,554,234,146,77
299,351,495,8,377,83,512,456,266,69,75
56,149,385,196,495,23,547,485,252,179,32
213,612,25,90,170,33,308,163,175,20,38
24,516,398,180,480,105,564,7,83,122,16
284,492,546,227,243,23,513,300,28,177,40
213,612,269,90,119,33,308,163,175,20,38
303,473,50,216,247,107,53,481,39,47,93
362,432,392,140,264,97,487,149,12,286,39
51,465,115,28,21,107,400,449,30,167,18
370,444,164,241,64,92,464,355,86,306,17
453,231,42,225,124,80,241,537,97,238,37
370,444,164,53,64,92,464,355,86,136,17
30,842,123,37,426,20,34,604,219,316,58
322,201,500,12,487,72,518,580,146,313,91
349,707,522,191,216,111,369,557,237,123,34
430,232,474,22,449,59,487,554,6,146,77
51,465,271,28,257,107,400,449,30,96,18
417,110,259,188,45,87,140,152,154,125,59
349,496,390,174,221,105,272,32,28,113,68
237,840,389,118,33,6,265,492,155,231,13
430,647,474,22,449,101,487,554,75,146,77
389,624,528,29,276,6,363,123,119,32,73
291,156,68,6,296,35,195,588,9,31,70
150,388,416,104,93,115,361,377,259,154,5
328,734,80,189,394,34,283,533,81,377,98
383,58,0,59,395,42,409,372,192,356,90
79,778,522,197,393,40,113,532,240,287,60
388,466,212,230,241,13,103,389,16,157,84
51,465,115,28,266,107,400,449,30,96,18
328,469,80,189,394,34,261,533,81,377,98
82,642,424,12,343,16,468,256,275,98,86
224,195,178,11,273,45,49,626,123,215,21
365,36,274,131,254,10,560,115,167,37,6
224,226,178,11,273,45,49,626,123,212,21
320,775,167,120,304,19,424,314,209,312,15
436,92,46,140,316,78,460,634,198,113,31
435,532,415,53,31,83,351,450,55,151,96
446,171,480,252,88,43,551,550,190,91,85
371,483,421,98,489,71,414,499,122,111,99
82,642,424,12,337,16,468,20,83,98,86
155,482,534,1,462,46,239,143,271,312,55
452,195,178,11,273,45,49,626,14,212,21
284,492,208,205,243,23,513,320,28,177,40
389,117,78,124,48,84,508,110,152,369,27
153,774,15,218,244,76,522,373,71,402,54
142,473,50,216,247,107,288,481,39,85,93
322,568,500,12,487,72,187,580,293,313,91
341,503,292,8,491,25,165,299,79,295,36
340,492,546,205,243,23,513,300,28,177,40
75,813,233,153,380,52,229,319,103,282,67
54,258,491,49,172,90,339,291,26,268,72
51,465,115,28,257,107,416,232,30,96,18
361,466,212,230,241,13,335,389,16,157,84
56,149,385,33,115,23,450,485,252,179,32
389,177,42,225,124,80,241,537,97,238,37
416,432,95,140,264,48,487,233,12,286,39
284,492,546,205,243,23,513,300,28,177,40
316,559,63,6,27,16,525,92,293,101,30
169,680,267,134,418,67,262,285,276,301,22
166,771,191,38,482,33,440,438,2,180,44
22,548,136,46,77,66,162,173,260,262,25
39,321,353,191,152,54,333,490,202,100,33
287,330,323,239,324,114,148,582,121,151,57
44,648,2,112,227,94,404,571,178,325,97
406,143,243,93,82,69,103,64,33,8,51
349,30,522,77,216,111,101,557,237,123,34
195,197,372,219,90,102,399,317,233,403,94
30,686,540,53,31,83,351,450,55,151,96
316,559,63,6,27,50,525,92,293,409,30
417,110,265,188,45,87,140,152,154,213,59
292,648,542,112,182,94,404,571,178,325,97
133,465,115,28,257,107,400,449,30,69,18
168,38,2,112,182,94,404,571,178,30,97
284,492,546,230,243,23,513,300,28,177,40
30,532,415,53,304,83,351,450,55,275,96
75,117,78,124,386,84,119,110,152,369,27
229,574,293,70,388,102,47,30,122,26,45
351,775,290,143,0,83,269,517,142,29,64
88,448,483,75,62,33,248,644,289,395,23
9,603,209,133,12,64,145,2,72,390,71
349,454,573,77,216,111,101,557,237,123,34
168,392,173,133,80,16,528,274,167,148,95
33,612,269,90,170,33,308,163,175,20,38
316,500,63,6,27,16,525,92,83,409,30
141,574,540,59,388,25,47,30,122,26,45
389,27,525,228,493,42,263,445,169,343,74
407,661,146,31,388,39,205,37,126,78,47
51,465,115,28,360,107,191,449,30,96,18
54,258,491,91,172,90,339,633,26,201,72
24,516,521,11,480,105,564,44,83,122,16
213,612,269,90,170,33,308,163,175,391,38
237,840,389,118,227,6,576,492,155,420,13
389,27,525,228,209,42,263,445,240,343,74
152,191,367,198,66,83,67,611,105,385,19
237,840,389,118,33,6,576,329,155,420,13
407,167,416,31,387,39,205,37,126,78,47
316,345,63,6,27,16,445,92,293,409,30
54,258,491,49,172,90,339,291,77,201,72
284,492,546,205,243,83,513,300,28,177,40
64,349,330,10,337,11,235,453,164,407,3
30,842,123,247,426,49,34,604,219,316,58
417,110,265,22,45,87,379,152,154,213,59
75,753,488,7,344,22,258,393,137,47,28
59,364,450,249,112,73,274,85,49,134,41
56,149,385,33,442,94,547,485,252,262,32
389,27,525,228,209,42,129,445,128,343,74
141,574,293,70,388,45,414,30,122,26,45
389,27,525,146,484,42,263,445,285,343,74
56,149,385,33,442,23,547,502,252,179,32
166,771,191,38,482,64,440,438,38,279,44
152,191,367,185,205,94,67,611,105,165,19
224,842,123,37,426,44,34,604,219,316,58
88,448,483,75,62,33,181,204,289,395,23
127,492,546,205,243,23,513,300,104,177,40
341,503,292,8,491,25,165,299,79,295,36
322,482,500,12,487,72,38,580,146,313,91
371,348,421,98,495,71,414,499,289,111,99
64,115,17,181,115,0,76,509,59,94,56
407,661,58,31,387,39,205,37,126,78,47
386,642,424,12,4,16,468,256,275,98,86
351,775,290,143,0,15,269,529,142,29,64
283,465,303,29,156,40,494,430,223,253,83
189,492,546,205,243,23,513,300,28,177,40
64,711,330,10,337,11,235,453,164,246,3
191,421,521,26,319,12,83,387,182,124,4
370,444,406,53,64,92,464,95,86,306,17
148,496,390,174,221,105,272,120,74,246,68
389,27,525,200,209,42,263,445,285,343,74
430,232,69,22,449,101,487,554,75,146,77
237,840,389,118,33,6,576,492,155,63,13
224,195,178,11,273,45,102,647,123,212,21
365,707,509,77,216,111,101,557,237,123,34
282,342,67,199,319,106,41,111,155,85,7
282,342,67,199,319,17,545,111,155,212,7
28,115,17,144,109,0,76,509,59,94,56
75,813,161,153,380,47,229,319,136,200,67
24,516,398,11,480,105,564,7,34,90,16
213,360,269,90,170,33,308,163,80,20,38
328,469,80,173,394,34,283,533,81,377,98
224,195,178,11,273,45,49,496,123,45,21
416,432,392,140,264,48,32,149,12,286,39
416,453,392,140,264,48,487,155,12,286,39
261,331,480,179,108,18,37,629,116,56,87
436,92,46,126,316,78,246,634,198,113,31
294,349,468,161,145,100,63,503,136,340,52
343,842,123,37,426,49,34,604,164,316,58
284,492,189,205,243,23,513,300,28,177,40
416,432,392,140,213,48,487,149,12,286,39
349,707,95,77,216,111,101,551,237,123,34
168,392,537,36,407,0,528,274,167,148,95
168,507,2,112,182,94,404,571,255,325,97
144,774,420,157,202,88,310,156,57,336,48
294,349,49,190,145,100,63,503,136,172,52
75,389,488,7,420,24,258,393,137,47,28
417,110,265,188,45,87,140,580,154,213,59
383,58,0,59,308,42,405,372,279,356,90
328,469,80,189,394,98,283,533,263,377,98
141,481,300,121,415,78,424,165,75,103,26
383,58,0,59,395,81,409,372,279,356,90
224,195,178,11,273,101,49,626,69,212,21
270,686,562,243,423,14,13,130,96,7,8
383,58,0,59,395,42,409,372,279,83,90
386,364,73,73,125,66,155,447,251,46,1
75,813,233,153,343,52,229,480,136,200,67
191,421,521,3,319,30,83,305,182,124,4
22,548,136,46,77,66,489,117,283,262,25
436,92,46,140,316,78,460,623,198,113,31
22,548,136,46,77,66,162,173,52,262,25
152,191,367,185,66,94,67,611,105,385,19
349,496,127,174,190,105,272,120,28,246,68
82,821,424,12,337,16,468,256,275,98,86
97,115,17,181,115,0,76,509,223,94,56
144,774,420,157,202,100,524,513,57,336,48
70,465,303,29,268,65,494,430,223,253,83
122,66,342,202,170,38,390,333,221,193,63
406,571,55,93,82,69,273,64,33,8,51
91,773,391,138,253,41,307,64,60,355,61
39,321,353,191,152,54,333,400,133,100,33
331,801,471,15,311,7,20,136,146,44,76
79,778,311,197,33,40,113,532,240,287,60
383,257,0,59,395,42,409,372,279,356,90
397,387,500,12,487,72,187,580,146,313,91
64,90,535,10,337,11,235,453,164,246,3
28,115,17,181,115,0,460,509,281,94,56
168,648,2,112,182,94,131,571,178,325,97
299,351,495,68,377,83,149,320,266,69,75
84,609,25,209,199,87,156,335,227,225,0
56,149,385,30,442,23,547,485,252,232,32
198,82,114,112,385,28,303,531,183,69,80
51,543,115,28,257,107,400,449,30,96,18
141,574,293,70,388,25,47,30,122,294,45
75,813,294,153,380,52,229,319,136,200,67
122,66,235,177,491,38,390,333,221,193,63
378,564,320,84,29,69,369,466,190,237,20
